Customer ID,Recency,Frequency,Monetary,Tenure,PurchaseRate,IntervalMean,SinglePurchase,RecencyRatio,churn,Cluster,Cluster_name
12439.0,227,3,1104.48,270,0.011111111111111112,21.5,0,10.55813953488372,1,3,Группа риска
12440.0,2,3,768.15,262,0.011450381679389313,130.0,0,0.015384615384615385,1,0,Новые
12443.0,277,1,485.31,277,0.0036101083032490976,277.0,1,1.0,1,3,Группа риска
12450.0,7,2,133.57,19,0.10526315789473684,11.0,0,0.6363636363636364,0,0,Новые
12451.0,8,4,3613.0099999999998,74,0.05405405405405406,21.666666666666668,0,0.3692307692307692,1,1,Лояльные
12455.0,122,3,2929.95,266,0.011278195488721804,71.5,0,1.7062937062937062,0,2,Обычные
12458.0,32,1,380.61,32,0.03125,32.0,1,1.0,0,0,Новые
12459.0,150,1,454.36,150,0.006666666666666667,150.0,1,1.0,1,0,Новые
12460.0,1,1,326.65,1,1.0,1.0,1,1.0,1,0,Новые
12466.0,227,1,56.73,227,0.004405286343612335,227.0,1,1.0,1,3,Группа риска
12468.0,58,6,2906.31,234,0.02564102564102564,34.6,0,1.676300578034682,0,1,Лояльные
12469.0,67,2,3070.54,81,0.024691358024691357,14.0,0,4.785714285714286,1,2,Обычные
12470.0,234,1,211.95,234,0.004273504273504274,234.0,1,1.0,1,3,Группа риска
12474.0,0,9,2710.14,211,0.04265402843601896,25.875,0,0.0,0,1,Лояльные
12476.0,46,1,1231.74,46,0.021739130434782608,46.0,1,1.0,0,0,Новые
12480.0,52,1,451.9,52,0.019230769230769232,52.0,1,1.0,0,0,Новые
12481.0,119,3,3157.1,152,0.019736842105263157,16.0,0,7.4375,0,1,Лояльные
12483.0,93,8,1289.7,222,0.036036036036036036,18.0,0,5.166666666666667,0,2,Обычные
12484.0,22,8,1808.58,281,0.028469750889679714,36.57142857142857,0,0.6015625,1,1,Лояльные
12485.0,74,1,708.1,74,0.013513513513513514,74.0,1,1.0,1,0,Новые
12487.0,275,2,259.79999999999995,275,0.007272727272727273,0.0,0,275.0,1,3,Группа риска
12490.0,4,10,3485.19,283,0.0353356890459364,30.555555555555557,0,0.1309090909090909,0,1,Лояльные
12494.0,114,2,329.77,121,0.01652892561983471,6.0,0,19.0,0,0,Новые
12495.0,179,2,323.4,185,0.010810810810810811,5.0,0,35.8,1,3,Группа риска
12496.0,165,2,54.09,165,0.012121212121212121,0.0,0,165.0,1,3,Группа риска
12497.0,189,2,1175.01,227,0.00881057268722467,37.0,0,5.108108108108108,0,3,Группа риска
12499.0,105,1,393.72,105,0.009523809523809525,105.0,1,1.0,1,0,Новые
12500.0,67,11,1441.19,218,0.05045871559633028,14.8,0,4.527027027027027,0,1,Лояльные
12503.0,129,1,1126.0,129,0.007751937984496124,129.0,1,1.0,1,0,Новые
12504.0,141,1,134.4,141,0.0070921985815602835,141.0,1,1.0,0,0,Новые
12507.0,129,1,539.25,129,0.007751937984496124,129.0,1,1.0,1,0,Новые
12514.0,186,1,580.08,186,0.005376344086021506,186.0,1,1.0,1,3,Группа риска
12516.0,144,1,689.46,144,0.006944444444444444,144.0,1,1.0,0,0,Новые
12519.0,9,2,354.35,21,0.09523809523809523,12.0,0,0.75,1,0,Новые
12523.0,47,12,1890.73,282,0.0425531914893617,20.818181818181817,0,2.25764192139738,0,1,Лояльные
12525.0,36,8,835.1800000000001,280,0.02857142857142857,34.57142857142857,0,1.0413223140495869,1,2,Обычные
12527.0,39,2,386.8,74,0.02702702702702703,34.0,0,1.1470588235294117,1,0,Новые
12529.0,67,2,311.78000000000003,73,0.0273972602739726,5.0,0,13.4,1,0,Новые
12530.0,25,3,1166.74,187,0.016042780748663103,80.0,0,0.3125,0,2,Обычные
12531.0,225,2,1773.83,231,0.008658008658008658,5.0,0,45.0,1,3,Группа риска
12533.0,163,6,1149.99,283,0.02120141342756184,23.4,0,6.965811965811966,1,2,Обычные
12542.0,29,4,423.38,185,0.021621621621621623,51.666666666666664,0,0.5612903225806452,1,0,Новые
12547.0,45,1,175.78,45,0.022222222222222223,45.0,1,1.0,1,0,Новые
12549.0,120,6,1575.68,242,0.024793388429752067,24.0,0,5.0,1,2,Обычные
12555.0,227,1,129.23,227,0.004405286343612335,227.0,1,1.0,1,3,Группа риска
12557.0,91,2,3661.2000000000003,267,0.00749063670411985,176.0,0,0.5170454545454546,0,1,Лояльные
12567.0,32,5,1947.2,211,0.023696682464454975,44.0,0,0.7272727272727273,0,2,Обычные
12568.0,189,1,70.0,189,0.005291005291005291,189.0,1,1.0,1,3,Группа риска
12570.0,227,1,77.52,227,0.004405286343612335,227.0,1,1.0,1,3,Группа риска
12573.0,10,1,152.01999999999998,10,0.1,10.0,1,1.0,0,0,Новые
12575.0,2,2,622.8199999999999,71,0.028169014084507043,69.0,0,0.028985507246376812,1,0,Новые
12576.0,3,3,523.32,71,0.04225352112676056,33.5,0,0.08955223880597014,0,0,Новые
12577.0,281,1,210.55,281,0.0035587188612099642,281.0,1,1.0,0,3,Группа риска
12580.0,121,1,637.2,121,0.008264462809917356,121.0,1,1.0,1,0,Новые
12582.0,122,1,837.11,122,0.00819672131147541,122.0,1,1.0,0,0,Новые
12586.0,268,1,422.35,268,0.0037313432835820895,268.0,1,1.0,0,3,Группа риска
12588.0,129,2,309.1,142,0.014084507042253521,13.0,0,9.923076923076923,0,0,Новые
12589.0,8,5,1933.25,234,0.021367521367521368,56.25,0,0.14222222222222222,0,2,Обычные
12592.0,64,6,715.02,64,0.09375,0.0,0,64.0,1,2,Обычные
12594.0,2,3,777.54,191,0.015706806282722512,94.0,0,0.02127659574468085,0,0,Новые
12595.0,49,1,299.02,49,0.02040816326530612,49.0,1,1.0,1,0,Новые
12598.0,8,4,1490.69,193,0.02072538860103627,61.333333333333336,0,0.13043478260869565,0,2,Обычные
12599.0,16,3,746.96,122,0.02459016393442623,52.5,0,0.3047619047619048,0,0,Новые
12600.0,30,10,1487.64,277,0.036101083032490974,26.88888888888889,0,1.115702479338843,0,1,Лояльные
12605.0,3,1,256.99,3,0.3333333333333333,3.0,1,1.0,0,0,Новые
12606.0,227,1,21.0,227,0.004405286343612335,227.0,1,1.0,1,3,Группа риска
12609.0,43,4,1467.56,264,0.015151515151515152,73.0,0,0.589041095890411,0,2,Обычные
12613.0,24,6,2922.4,270,0.022222222222222223,48.8,0,0.49180327868852464,0,1,Лояльные
12615.0,0,5,2191.38,283,0.0176678445229682,70.25,0,0.0,0,2,Обычные
12619.0,105,1,140.14,105,0.009523809523809525,105.0,1,1.0,1,0,Новые
12623.0,10,7,2972.59,241,0.029045643153526972,38.333333333333336,0,0.2608695652173913,0,1,Лояльные
12625.0,54,2,2481.06,141,0.014184397163120567,87.0,0,0.6206896551724138,1,2,Обычные
12631.0,1,5,2841.07,238,0.02100840336134454,59.0,0,0.01694915254237288,0,1,Лояльные
12632.0,65,4,738.88,109,0.03669724770642202,14.333333333333334,0,4.534883720930233,1,2,Обычные
12633.0,28,4,2845.88,70,0.05714285714285714,13.666666666666666,0,2.048780487804878,0,1,Лояльные
12634.0,80,2,490.0,93,0.021505376344086023,12.0,0,6.666666666666667,1,0,Новые
12635.0,1,1,731.33,1,1.0,1.0,1,1.0,0,0,Новые
12636.0,283,1,141.0,283,0.0035335689045936395,283.0,1,1.0,1,3,Группа риска
12637.0,45,2,913.79,88,0.022727272727272728,43.0,0,1.0465116279069768,0,0,Новые
12638.0,184,1,249.8,184,0.005434782608695652,184.0,1,1.0,1,3,Группа риска
12639.0,172,1,253.57999999999998,172,0.005813953488372093,172.0,1,1.0,0,3,Группа риска
12643.0,99,5,1849.88,156,0.03205128205128205,14.0,0,7.071428571428571,0,2,Обычные
12644.0,211,4,765.1800000000001,239,0.016736401673640166,8.666666666666666,0,24.346153846153847,0,3,Группа риска
12645.0,9,4,1273.32,213,0.018779342723004695,67.33333333333333,0,0.13366336633663367,0,2,Обычные
12648.0,185,2,311.8,246,0.008130081300813009,60.0,0,3.0833333333333335,0,3,Группа риска
12649.0,128,4,765.4499999999999,241,0.016597510373443983,37.0,0,3.4594594594594597,0,2,Обычные
12651.0,10,1,99.0,10,0.1,10.0,1,1.0,0,0,Новые
12653.0,71,1,1950.98,71,0.014084507042253521,71.0,1,1.0,1,2,Обычные
12656.0,44,3,1461.65,107,0.028037383177570093,31.5,0,1.3968253968253967,0,2,Обычные
12662.0,30,6,1889.25,162,0.037037037037037035,25.8,0,1.1627906976744187,0,2,Обычные
12663.0,169,3,204.0,213,0.014084507042253521,21.5,0,7.8604651162790695,1,3,Группа риска
12664.0,59,2,1188.16,271,0.007380073800738007,212.0,0,0.2783018867924528,1,0,Новые
12665.0,207,2,157.9,214,0.009345794392523364,6.0,0,34.5,0,3,Группа риска
12670.0,211,1,225.60000000000002,211,0.004739336492890996,211.0,1,1.0,0,3,Группа риска
12671.0,151,1,2622.481,151,0.006622516556291391,151.0,1,1.0,1,2,Обычные
12672.0,134,2,184.6,140,0.014285714285714285,6.0,0,22.333333333333332,1,0,Новые
12675.0,98,4,934.8,123,0.032520325203252036,7.666666666666667,0,12.782608695652174,1,2,Обычные
12676.0,28,4,494.03,28,0.14285714285714285,0.0,0,28.0,0,0,Новые
12677.0,100,3,389.3,277,0.010830324909747292,88.0,0,1.1363636363636365,1,0,Новые
12683.0,1,6,3157.13,271,0.02214022140221402,53.4,0,0.018726591760299626,0,1,Лояльные
12687.0,25,2,2138.91,25,0.08,0.0,0,25.0,1,2,Обычные
12692.0,182,1,110.95,182,0.005494505494505495,182.0,1,1.0,1,3,Группа риска
12693.0,50,3,541.7,67,0.04477611940298507,8.0,0,6.25,0,0,Новые
12695.0,73,3,825.02,210,0.014285714285714285,68.5,0,1.0656934306569343,1,0,Новые
12696.0,53,2,266.39,227,0.00881057268722467,173.0,0,0.3063583815028902,0,0,Новые
12698.0,135,1,339.75,135,0.007407407407407408,135.0,1,1.0,1,0,Новые
12701.0,74,4,1648.7,178,0.02247191011235955,34.0,0,2.176470588235294,1,2,Обычные
12703.0,178,5,617.48,229,0.021834061135371178,12.5,0,14.24,1,3,Группа риска
12705.0,78,2,1503.37,281,0.0071174377224199285,202.0,0,0.38613861386138615,0,2,Обычные
12708.0,1,10,1945.05,266,0.03759398496240601,29.0,0,0.034482758620689655,0,1,Лояльные
12711.0,156,2,1339.05,221,0.00904977375565611,65.0,0,2.4,1,2,Обычные
12712.0,35,9,1592.56,275,0.03272727272727273,29.625,0,1.1814345991561181,0,1,Лояльные
12717.0,135,1,277.93,135,0.007407407407407408,135.0,1,1.0,1,0,Новые
12720.0,9,8,1232.7,51,0.1568627450980392,5.714285714285714,0,1.575,0,2,Обычные
12721.0,9,2,699.45,16,0.125,7.0,0,1.2857142857142858,0,0,Новые
12724.0,50,2,973.56,80,0.025,29.0,0,1.7241379310344827,0,0,Новые
12725.0,116,2,1228.95,129,0.015503875968992248,13.0,0,8.923076923076923,0,0,Новые
12726.0,92,2,536.88,169,0.011834319526627219,77.0,0,1.1948051948051948,0,0,Новые
12727.0,92,2,1293.75,199,0.010050251256281407,106.0,0,0.8679245283018868,0,0,Новые
12730.0,66,1,829.25,66,0.015151515151515152,66.0,1,1.0,1,0,Новые
12733.0,42,3,1614.47,234,0.01282051282051282,96.0,0,0.4375,0,2,Обычные
12737.0,43,2,3710.5,43,0.046511627906976744,0.0,0,43.0,1,1,Лояльные
12741.0,74,2,406.07,78,0.02564102564102564,3.0,0,24.666666666666668,1,0,Новые
12742.0,144,2,1185.02,170,0.011764705882352941,25.0,0,5.76,1,0,Новые
12745.0,31,3,925.41,227,0.013215859030837005,97.5,0,0.31794871794871793,1,0,Новые
12746.0,72,3,230.85000000000002,276,0.010869565217391304,101.0,0,0.7128712871287128,1,0,Новые
12749.0,56,3,764.55,66,0.045454545454545456,4.5,0,12.444444444444445,0,0,Новые
12755.0,49,12,408.75,282,0.0425531914893617,20.818181818181817,0,2.3537117903930134,0,2,Обычные
12759.0,65,3,2200.13,280,0.010714285714285714,107.0,0,0.6074766355140186,0,2,Обычные
12760.0,0,1,347.8,0,1.0,0.0,1,0.0,1,0,Новые
12761.0,2,2,782.95,9,0.2222222222222222,7.0,0,0.2857142857142857,1,0,Новые
12765.0,17,6,1404.58,186,0.03225806451612903,33.4,0,0.5089820359281437,1,2,Обычные
12770.0,1,4,1828.5,156,0.02564102564102564,51.333333333333336,0,0.01948051948051948,0,2,Обычные
12771.0,9,2,262.5,30,0.06666666666666667,21.0,0,0.42857142857142855,1,0,Новые
12773.0,109,2,1.7763568394002505e-15,109,0.01834862385321101,0.0,0,109.0,1,0,Новые
12774.0,80,1,98.7,80,0.0125,80.0,1,1.0,1,0,Новые
12776.0,212,1,55.5,212,0.0047169811320754715,212.0,1,1.0,1,3,Группа риска
12777.0,2,1,519.45,2,0.5,2.0,1,1.0,1,0,Новые
12778.0,147,1,378.6,147,0.006802721088435374,147.0,1,1.0,0,0,Новые
12779.0,4,7,1755.03,281,0.02491103202846975,45.833333333333336,0,0.08727272727272727,0,2,Обычные
12780.0,143,1,337.4,143,0.006993006993006993,143.0,1,1.0,1,0,Новые
12782.0,64,1,288.1,64,0.015625,64.0,1,1.0,0,0,Новые
12784.0,74,1,1230.33,74,0.013513513513513514,74.0,1,1.0,1,0,Новые
12785.0,80,3,773.6,276,0.010869565217391304,97.5,0,0.8205128205128205,1,0,Новые
12786.0,154,1,728.5,154,0.006493506493506494,154.0,1,1.0,1,3,Группа риска
12788.0,8,4,444.9,73,0.0547945205479452,21.333333333333332,0,0.375,1,0,Новые
12789.0,57,2,181.5,238,0.008403361344537815,181.0,0,0.3149171270718232,1,0,Новые
12791.0,145,6,276.74999999999994,169,0.03550295857988166,4.6,0,31.521739130434785,0,2,Обычные
12792.0,79,2,413.34,227,0.00881057268722467,147.0,0,0.5374149659863946,1,0,Новые
12796.0,173,1,381.0,173,0.005780346820809248,173.0,1,1.0,1,3,Группа риска
12799.0,74,1,219.35,74,0.013513513513513514,74.0,1,1.0,1,0,Новые
12800.0,15,3,584.25,221,0.013574660633484163,103.0,0,0.14563106796116504,1,0,Новые
12801.0,22,2,1031.87,45,0.044444444444444446,23.0,0,0.9565217391304348,1,0,Новые
12802.0,0,5,1563.43,108,0.046296296296296294,27.0,0,0.0,0,2,Обычные
12804.0,10,2,327.02,45,0.044444444444444446,34.0,0,0.29411764705882354,1,0,Новые
12805.0,26,3,991.35,219,0.0136986301369863,96.5,0,0.2694300518134715,0,2,Обычные
12806.0,44,3,2863.96,133,0.022556390977443608,44.5,0,0.9887640449438202,0,2,Обычные
12808.0,7,1,189.65,7,0.14285714285714285,7.0,1,1.0,0,0,Новые
12809.0,98,6,1220.98,192,0.03125,18.2,0,5.384615384615385,1,2,Обычные
12810.0,79,2,534.99,221,0.00904977375565611,142.0,0,0.5563380281690141,1,0,Новые
12813.0,46,3,1687.8,238,0.012605042016806723,95.0,0,0.4842105263157895,1,2,Обычные
12819.0,3,1,540.52,3,0.3333333333333333,3.0,1,1.0,1,0,Новые
12820.0,49,7,1249.05,279,0.025089605734767026,37.833333333333336,0,1.2951541850220263,0,2,Обычные
12821.0,156,1,128.07999999999998,156,0.00641025641025641,156.0,1,1.0,1,3,Группа риска
12823.0,8,10,2829.5,224,0.044642857142857144,23.666666666666668,0,0.3380281690140845,0,1,Лояльные
12825.0,66,2,518.63,186,0.010752688172043012,120.0,0,0.55,1,0,Новые
12826.0,16,5,1046.27,266,0.018796992481203006,62.0,0,0.25806451612903225,0,2,Обычные
12829.0,95,1,92.30000000000001,95,0.010526315789473684,95.0,1,1.0,1,0,Новые
12831.0,8,2,236.06,8,0.25,0.0,0,8.0,1,0,Новые
12836.0,15,11,2760.61,283,0.038869257950530034,26.4,0,0.5681818181818182,0,1,Лояльные
12837.0,114,1,554.31,114,0.008771929824561403,114.0,1,1.0,1,0,Новые
12838.0,9,5,1171.25,137,0.0364963503649635,31.5,0,0.2857142857142857,0,2,Обычные
12839.0,14,12,2850.56,277,0.04332129963898917,23.363636363636363,0,0.5992217898832685,0,1,Лояльные
12840.0,94,4,626.09,219,0.0182648401826484,41.0,0,2.292682926829268,0,0,Новые
12841.0,9,4,740.44,64,0.0625,17.666666666666668,0,0.5094339622641509,0,2,Обычные
12842.0,282,1,397.20000000000005,282,0.0035460992907801418,282.0,1,1.0,0,3,Группа риска
12844.0,138,1,123.03,138,0.007246376811594203,138.0,1,1.0,0,0,Новые
12846.0,227,1,15.58,227,0.004405286343612335,227.0,1,1.0,1,3,Группа риска
12848.0,220,1,208.0,220,0.004545454545454545,220.0,1,1.0,1,3,Группа риска
12849.0,136,1,472.29,136,0.007352941176470588,136.0,1,1.0,0,0,Новые
12851.0,22,1,148.95,22,0.045454545454545456,22.0,1,1.0,1,0,Новые
12853.0,35,5,1350.05,217,0.02304147465437788,45.0,0,0.7777777777777778,0,2,Обычные
12854.0,106,6,1633.22,273,0.02197802197802198,33.2,0,3.192771084337349,1,2,Обычные
12857.0,39,4,1470.25,228,0.017543859649122806,62.333333333333336,0,0.6256684491978609,0,2,Обычные
12859.0,3,1,575.1,3,0.3333333333333333,3.0,1,1.0,1,0,Новые
12860.0,238,1,55.47,238,0.004201680672268907,238.0,1,1.0,1,3,Группа риска
12861.0,164,1,68.25,164,0.006097560975609756,164.0,1,1.0,1,3,Группа риска
12862.0,40,1,510.68,40,0.025,40.0,1,1.0,0,0,Новые
12863.0,64,4,1686.95,134,0.029850746268656716,22.666666666666668,0,2.8235294117647056,0,2,Обычные
12864.0,53,1,152.45,53,0.018867924528301886,53.0,1,1.0,1,0,Новые
12865.0,21,1,1043.15,21,0.047619047619047616,21.0,1,1.0,0,0,Новые
12866.0,19,2,668.23,47,0.0425531914893617,28.0,0,0.6785714285714286,1,0,Новые
12867.0,46,4,2245.03,268,0.014925373134328358,73.33333333333333,0,0.6272727272727273,0,2,Обычные
12869.0,226,1,337.66999999999996,226,0.004424778761061947,226.0,1,1.0,1,3,Группа риска
12870.0,22,2,492.0,169,0.011834319526627219,147.0,0,0.14965986394557823,0,0,Новые
12872.0,51,8,2003.76,280,0.02857142857142857,32.285714285714285,0,1.5796460176991152,0,1,Лояльные
12873.0,226,1,492.4,226,0.004424778761061947,226.0,1,1.0,0,3,Группа риска
12874.0,72,2,474.26,99,0.020202020202020204,27.0,0,2.6666666666666665,0,0,Новые
12875.0,16,3,1013.76,242,0.012396694214876033,113.0,0,0.1415929203539823,1,2,Обычные
12876.0,128,2,872.34,135,0.014814814814814815,6.0,0,21.333333333333332,0,0,Новые
12877.0,19,5,888.33,235,0.02127659574468085,53.75,0,0.35348837209302325,0,2,Обычные
12880.0,119,1,337.18,119,0.008403361344537815,119.0,1,1.0,0,0,Новые
12889.0,3,3,166.06,47,0.06382978723404255,21.5,0,0.13953488372093023,0,0,Новые
12891.0,3,9,488.5,204,0.04411764705882353,24.625,0,0.1218274111675127,1,2,Обычные
12894.0,120,1,157.35,120,0.008333333333333333,120.0,1,1.0,1,0,Новые
12897.0,88,1,104.15,88,0.011363636363636364,88.0,1,1.0,0,0,Новые
12898.0,8,2,310.96000000000004,204,0.00980392156862745,195.0,0,0.041025641025641026,1,0,Новые
12905.0,121,3,1011.82,227,0.013215859030837005,52.5,0,2.3047619047619046,1,0,Новые
12907.0,39,2,259.88,198,0.010101010101010102,159.0,0,0.24528301886792453,0,0,Новые
12908.0,50,2,636.0,175,0.011428571428571429,124.0,0,0.4032258064516129,0,0,Новые
12909.0,109,3,571.86,198,0.015151515151515152,44.0,0,2.477272727272727,0,0,Новые
12910.0,36,3,1289.8799999999999,166,0.018072289156626505,64.5,0,0.5581395348837209,0,2,Обычные
12911.0,96,1,1680.47,96,0.010416666666666666,96.0,1,1.0,1,2,Обычные
12913.0,115,5,1903.74,283,0.0176678445229682,41.75,0,2.754491017964072,0,2,Обычные
12915.0,9,6,521.55,134,0.04477611940298507,24.4,0,0.36885245901639346,0,2,Обычные
12916.0,152,2,1155.62,229,0.008733624454148471,76.0,0,2.0,0,0,Новые
12917.0,43,4,3071.35,275,0.014545454545454545,76.66666666666667,0,0.5608695652173913,0,1,Лояльные
12920.0,116,3,323.86,270,0.011111111111111112,76.5,0,1.5163398692810457,1,0,Новые
12923.0,120,1,426.2,120,0.008333333333333333,120.0,1,1.0,0,0,Новые
12924.0,107,5,1147.99,275,0.01818181818181818,41.75,0,2.562874251497006,0,2,Обычные
12925.0,137,1,35.28,137,0.0072992700729927005,137.0,1,1.0,1,0,Новые
12926.0,192,2,612.4,270,0.007407407407407408,78.0,0,2.4615384615384617,0,3,Группа риска
12928.0,42,3,1110.89,94,0.031914893617021274,25.5,0,1.6470588235294117,0,2,Обычные
12932.0,84,8,1698.56,212,0.03773584905660377,17.857142857142858,0,4.704,1,1,Лояльные
12933.0,274,2,114.99000000000001,274,0.0072992700729927005,0.0,0,274.0,0,3,Группа риска
12934.0,281,1,181.65,281,0.0035587188612099642,281.0,1,1.0,1,3,Группа риска
12935.0,49,8,1450.13,152,0.05263157894736842,14.428571428571429,0,3.396039603960396,0,2,Обычные
12937.0,8,5,1593.34,281,0.017793594306049824,68.0,0,0.11764705882352941,1,2,Обычные
12941.0,269,1,377.49,269,0.0037174721189591076,269.0,1,1.0,1,3,Группа риска
12943.0,103,2,496.5,150,0.013333333333333334,47.0,0,2.1914893617021276,0,0,Новые
12945.0,201,1,437.16,201,0.004975124378109453,201.0,1,1.0,1,3,Группа риска
12948.0,275,2,252.48000000000002,282,0.0070921985815602835,6.0,0,45.833333333333336,1,3,Группа риска
12951.0,44,7,1095.0,243,0.02880658436213992,32.833333333333336,0,1.3401015228426394,0,2,Обычные
12953.0,67,1,498.96000000000004,67,0.014925373134328358,67.0,1,1.0,1,0,Новые
12954.0,183,1,162.45,183,0.00546448087431694,183.0,1,1.0,1,3,Группа риска
12956.0,229,3,413.82,269,0.011152416356877323,19.0,0,12.052631578947368,1,3,Группа риска
12958.0,128,1,166.89,128,0.0078125,128.0,1,1.0,0,0,Новые
12959.0,29,2,133.35,242,0.008264462809917356,213.0,0,0.13615023474178403,1,0,Новые
12960.0,28,3,1145.8700000000001,206,0.014563106796116505,88.0,0,0.3181818181818182,0,2,Обычные
12963.0,4,4,878.0799999999999,64,0.0625,19.666666666666668,0,0.20338983050847456,0,2,Обычные
12969.0,147,1,122.45,147,0.006802721088435374,147.0,1,1.0,1,0,Новые
12970.0,280,1,260.64,280,0.0035714285714285713,280.0,1,1.0,0,3,Группа риска
12972.0,127,5,973.7900000000001,206,0.024271844660194174,19.25,0,6.597402597402597,0,2,Обычные
12974.0,110,1,264.15,110,0.00909090909090909,110.0,1,1.0,1,0,Новые
12975.0,52,4,1201.49,278,0.014388489208633094,74.66666666666667,0,0.6964285714285714,0,2,Обычные
12976.0,22,6,2012.12,210,0.02857142857142857,37.2,0,0.5913978494623655,0,2,Обычные
12977.0,46,3,478.39,56,0.05357142857142857,4.5,0,10.222222222222221,1,0,Новые
12978.0,190,5,1939.71,274,0.01824817518248175,20.75,0,9.156626506024097,0,2,Обычные
12979.0,274,2,479.53999999999996,274,0.0072992700729927005,0.0,0,274.0,1,3,Группа риска
12982.0,56,11,1675.61,151,0.0728476821192053,9.1,0,6.153846153846154,0,1,Лояльные
12983.0,143,1,490.08000000000004,143,0.006993006993006993,143.0,1,1.0,1,0,Новые
12986.0,4,7,2331.1800000000003,232,0.03017241379310345,37.666666666666664,0,0.10619469026548674,0,1,Лояльные
12987.0,155,2,460.68,233,0.008583690987124463,78.0,0,1.9871794871794872,0,3,Группа риска
12990.0,50,2,273.0,164,0.012195121951219513,113.0,0,0.4424778761061947,0,0,Новые
12992.0,270,1,93.35000000000001,270,0.003703703703703704,270.0,1,1.0,1,3,Группа риска
