Customer ID,Recency,Frequency,Monetary,Cluster,Cluster_name
12588.0,35,4,724.08,2,Обычные
12589.0,50,9,2447.49,1,Лояльные
12591.0,26,2,899.3,0,Новые
12592.0,155,6,715.02,2,Обычные
12594.0,14,6,1724.29,2,Обычные
12595.0,140,1,299.02,0,Новые
12598.0,71,6,1411.99,2,Обычные
12599.0,17,6,1264.14,2,Обычные
12601.0,40,1,104.2,0,Новые
12605.0,1,5,1225.45,2,Обычные
12606.0,318,1,21.0,3,Группа риска
12608.0,40,1,415.79,0,Новые
12609.0,10,7,2291.01,1,Лояльные
12613.0,24,7,3372.54,1,Лояльные
12615.0,49,7,3273.69,1,Лояльные
12616.0,18,2,388.1,0,Новые
12619.0,196,1,140.14,3,Группа риска
12623.0,52,8,3334.74,1,Лояльные
12625.0,145,2,2481.06,2,Обычные
12629.0,21,2,1558.22,2,Обычные
12631.0,67,6,2811.77,1,Лояльные
12632.0,156,4,738.88,0,Новые
12633.0,18,5,3454.58,1,Лояльные
12634.0,171,2,490.0,3,Группа риска
12635.0,28,2,1241.23,0,Новые
12636.0,374,1,141.0,3,Группа риска
12637.0,14,4,2318.41,2,Обычные
12638.0,275,1,249.8,3,Группа риска
12639.0,70,2,826.27,0,Новые
12644.0,66,5,1337.63,2,Обычные
12645.0,45,5,1743.72,2,Обычные
12648.0,70,4,778.95,2,Обычные
12649.0,1,7,1634.99,2,Обычные
12651.0,14,4,251.3,0,Новые
12652.0,70,1,97.05,0,Новые
12653.0,162,1,1950.98,2,Обычные
12655.0,59,1,261.35,0,Новые
12656.0,61,4,2338.06,2,Обычные
12661.0,72,1,162.0,0,Новые
12662.0,9,11,3132.09,1,Лояльные
12663.0,260,3,204.0,3,Группа риска
12664.0,150,2,1188.16,0,Новые
12665.0,53,3,239.7,0,Новые
12666.0,30,1,1248.42,0,Новые
12670.0,21,2,764.24,0,Новые
12671.0,242,1,2622.481,3,Группа риска
12672.0,225,2,184.6,3,Группа риска
12673.0,37,1,619.5,0,Новые
12675.0,189,4,934.8,3,Группа риска
12676.0,44,6,1441.7,2,Обычные
12677.0,191,3,389.3,3,Группа риска
12686.0,7,1,89.14,0,Новые
12687.0,116,2,2138.91,2,Обычные
12691.0,56,1,134.6,0,Новые
12692.0,273,1,110.95,3,Группа риска
12693.0,32,5,809.46,2,Обычные
12694.0,51,2,969.78,0,Новые
12695.0,164,3,825.02,3,Группа риска
12696.0,70,3,801.15,0,Новые
12698.0,226,1,339.75,3,Группа риска
12699.0,53,1,638.11,0,Новые
12701.0,165,4,1648.7,2,Обычные
12703.0,269,5,617.48,3,Группа риска
12711.0,247,2,1339.05,3,Группа риска
12717.0,226,1,277.93,3,Группа риска
12720.0,5,13,2334.6,1,Лояльные
12721.0,1,4,1277.7,2,Обычные
12724.0,19,3,1286.11,2,Обычные
12725.0,7,4,2266.76,2,Обычные
12726.0,23,4,1405.5,2,Обычные
12727.0,78,3,1698.8300000000002,2,Обычные
12728.0,19,1,233.84,0,Новые
12730.0,157,1,829.25,3,Группа риска
12733.0,25,5,1942.87,2,Обычные
12734.0,10,2,529.25,0,Новые
12737.0,134,2,3710.5,1,Лояльные
12738.0,8,1,155.35,0,Новые
12739.0,21,2,1713.69,2,Обычные
12741.0,165,2,406.07,3,Группа риска
12742.0,235,2,1185.02,3,Группа риска
12745.0,122,3,925.41,0,Новые
12746.0,163,3,230.85,3,Группа риска
12749.0,21,8,2460.29,1,Лояльные
12751.0,80,1,268.27,0,Новые
12759.0,22,5,3489.3,1,Лояльные
12760.0,91,1,347.8,0,Новые
12761.0,93,2,782.95,0,Новые
12763.0,5,1,320.08,0,Новые
12765.0,108,6,1404.58,2,Обычные
12766.0,2,5,3036.8,1,Лояльные
12767.0,11,1,949.82,0,Новые
12768.0,67,2,3.552713678800501e-15,0,Новые
12770.0,35,6,1624.5,2,Обычные
12771.0,100,2,262.5,0,Новые
12773.0,200,2,1.7763568394002505e-15,3,Группа риска
12774.0,171,1,98.7,3,Группа риска
12775.0,24,2,300.08,0,Новые
12776.0,303,1,55.5,3,Группа риска
12777.0,93,1,519.45,0,Новые
12778.0,32,3,953.45,0,Новые
12779.0,7,10,2538.06,1,Лояльные
12780.0,234,1,337.4,3,Группа риска
12782.0,10,8,2252.7200000000003,1,Лояльные
12784.0,165,1,1230.33,3,Группа риска
12785.0,171,3,773.6,3,Группа риска
12786.0,245,1,728.5,3,Группа риска
12787.0,49,2,395.52,0,Новые
12788.0,99,4,444.9,0,Новые
12789.0,148,2,181.5,0,Новые
12790.0,43,2,238.53,0,Новые
12791.0,9,8,585.15,2,Обычные
12792.0,170,2,413.34,3,Группа риска
12793.0,7,2,471.85,0,Новые
12796.0,264,1,381.0,3,Группа риска
12797.0,1,4,531.28,0,Новые
12798.0,57,1,1533.89,0,Новые
12799.0,165,1,219.35,3,Группа риска
12800.0,106,3,584.25,0,Новые
12801.0,113,2,1031.87,0,Новые
12802.0,78,7,1937.84,1,Лояльные
12803.0,29,1,1092.81,0,Новые
12804.0,101,2,327.02,0,Новые
12805.0,17,4,1434.95,2,Обычные
12806.0,71,4,2878.96,1,Лояльные
12807.0,18,3,269.95,0,Новые
12808.0,4,3,422.45,0,Новые
12809.0,189,6,1220.98,2,Обычные
12810.0,170,2,534.99,3,Группа риска
12811.0,14,2,519.05,0,Новые
12813.0,137,3,1687.8,2,Обычные
12817.0,35,2,524.94,0,Новые
12819.0,94,1,540.52,0,Новые
12820.0,33,9,1705.6,1,Лояльные
12821.0,247,1,128.07999999999998,3,Группа риска
12825.0,157,2,518.63,3,Группа риска
12826.0,1,8,1460.57,2,Обычные
12829.0,186,1,92.3,3,Группа риска
12831.0,99,2,236.06,0,Новые
12837.0,205,1,554.31,3,Группа риска
12838.0,9,11,2692.9,1,Лояльные
12840.0,73,5,1299.6,2,Обычные
12842.0,40,2,799.0,0,Новые
12844.0,78,2,322.64,0,Новые
12846.0,318,1,15.58,3,Группа риска
12847.0,23,1,765.36,0,Новые
12848.0,311,1,208.0,3,Группа риска
12849.0,17,4,2039.67,2,Обычные
12850.0,81,1,330.0,0,Новые
12851.0,113,1,148.95,0,Новые
12853.0,57,7,1846.8,1,Лояльные
12854.0,197,6,1633.22,2,Обычные
12855.0,8,4,612.84,0,Новые
12857.0,72,5,2577.85,1,Лояльные
12858.0,19,2,151.73,0,Новые
12859.0,94,1,575.1,0,Новые
12860.0,329,1,55.47,3,Группа риска
12861.0,255,1,68.25,3,Группа риска
12862.0,61,2,1008.32,0,Новые
12863.0,15,5,2271.35,2,Обычные
12864.0,144,1,152.45,0,Новые
12865.0,14,2,1755.24,2,Обычные
12866.0,110,2,668.23,0,Новые
12868.0,9,3,640.0,0,Новые
12869.0,317,1,337.67,3,Группа риска
12870.0,2,4,1662.05,2,Обычные
12871.0,75,1,363.38,0,Новые
12872.0,1,12,3078.37,1,Лояльные
12873.0,33,2,1653.3,2,Обычные
12874.0,21,3,933.42,0,Новые
12875.0,107,3,1013.76,0,Новые
12876.0,30,3,1850.57,2,Обычные
12877.0,37,8,1419.4,2,Обычные
12880.0,17,2,640.13,0,Новые
12887.0,19,1,222.4,0,Новые
12889.0,17,6,365.66,2,Обычные
12890.0,23,1,336.8,0,Новые
12891.0,94,9,488.5,2,Обычные
12892.0,32,1,263.38,0,Новые
12894.0,211,1,157.35,3,Группа риска
12897.0,17,2,297.75,0,Новые
12898.0,99,2,310.96000000000004,0,Новые
12899.0,49,1,366.4,0,Новые
12900.0,58,1,340.33,0,Новые
12903.0,64,1,833.53,0,Новые
12905.0,212,3,1011.82,3,Группа риска
12907.0,31,3,440.36,0,Новые
12908.0,16,3,1026.0,2,Обычные
12909.0,58,5,905.94,2,Обычные
12910.0,15,6,2671.98,1,Лояльные
12911.0,187,1,1680.47,3,Группа риска
12914.0,36,1,223.98,0,Новые
12915.0,8,7,721.2,2,Обычные
12916.0,78,3,1647.87,2,Обычные
12917.0,36,7,3735.5,1,Лояльные
12920.0,207,3,323.86,3,Группа риска
12923.0,26,2,612.9,0,Новые
12924.0,28,9,1493.2,1,Лояльные
12925.0,228,1,35.28,3,Группа риска
12926.0,47,4,1548.46,2,Обычные
12927.0,30,1,197.31,0,Новые
12928.0,14,7,2242.19,1,Лояльные
12932.0,175,8,1698.56,1,Лояльные
12933.0,16,7,1021.0,2,Обычные
12934.0,372,1,181.65,3,Группа риска
12935.0,10,11,2025.56,1,Лояльные
12937.0,99,5,1593.34,2,Обычные
12941.0,360,1,377.49,3,Группа риска
12942.0,1,1,258.75,0,Новые
12943.0,29,3,492.75,0,Новые
12945.0,292,1,437.16,3,Группа риска
12946.0,72,1,324.45,0,Новые
12947.0,9,1,304.04,0,Новые
12948.0,366,2,252.48,3,Группа риска
12951.0,10,12,2122.35,1,Лояльные
12953.0,158,1,498.96,3,Группа риска
12954.0,274,1,162.45,3,Группа риска
12956.0,320,3,413.82,3,Группа риска
12958.0,36,2,539.49,0,Новые
12959.0,120,2,133.35,0,Новые
12960.0,49,4,1322.07,2,Обычные
12961.0,15,1,211.99,0,Новые
12963.0,1,6,1671.76,2,Обычные
12964.0,73,1,132.24,0,Новые
12967.0,7,2,2646.02,2,Обычные
12969.0,238,1,122.45,3,Группа риска
12970.0,16,6,1072.73,2,Обычные
12972.0,49,6,1115.95,2,Обычные
12973.0,49,1,385.55,0,Новые
12974.0,201,1,264.15,3,Группа риска
12975.0,66,8,1993.99,1,Лояльные
12976.0,14,7,2417.78,1,Лояльные
12977.0,137,3,478.39,0,Новые
12978.0,21,6,2496.07,1,Лояльные
12979.0,365,2,479.54,3,Группа риска
12983.0,234,1,490.08,3,Группа риска
12986.0,38,12,1991.59,1,Лояльные
12987.0,56,3,753.51,0,Новые
12990.0,53,4,546.0,0,Новые
12991.0,25,1,261.06,0,Новые
12992.0,361,1,93.35,3,Группа риска
12993.0,59,6,776.5,2,Обычные
12996.0,11,1,355.5,0,Новые
12997.0,24,9,867.1700000000001,2,Обычные
12998.0,128,4,897.38,2,Обычные
13000.0,206,2,430.15,3,Группа риска
13002.0,52,2,293.18,0,Новые
13005.0,63,3,466.08,0,Новые
13007.0,215,1,175.25,3,Группа риска
13008.0,33,5,364.81,0,Новые
13009.0,308,1,234.0,3,Группа риска
13010.0,10,2,330.12,0,Новые
13011.0,8,1,50.55,0,Новые
13012.0,65,4,1279.56,2,Обычные
13014.0,63,2,1855.4,2,Обычные
13015.0,64,9,3119.44,1,Лояльные
13018.0,37,8,2470.06,1,Лояльные
13019.0,15,8,1212.95,2,Обычные
13020.0,184,5,606.96,3,Группа риска
13021.0,1,13,2201.98,1,Лояльные
13022.0,65,1,65.3,0,Новые
13023.0,164,1,759.13,3,Группа риска
13024.0,100,3,535.42,0,Новые
13025.0,367,1,323.39,3,Группа риска
13026.0,124,5,753.97,2,Обычные
13029.0,10,2,679.8,0,Новые
13030.0,4,1,427.74,0,Новые
13031.0,43,5,3419.27,1,Лояльные
13032.0,28,8,1821.07,1,Лояльные
13033.0,65,1,30.0,0,Новые
13034.0,5,2,279.91,0,Новые
13035.0,67,1,442.32,0,Новые
13036.0,320,1,307.1,3,Группа риска
13037.0,35,13,2961.48,1,Лояльные
13039.0,220,4,1010.73,3,Группа риска
13041.0,86,4,799.13,2,Обычные
13042.0,220,4,1522.79,3,Группа риска
13045.0,37,2,503.64,0,Новые
13046.0,92,1,319.94,0,Новые
13048.0,72,8,2229.25,1,Лояльные
13049.0,25,3,727.46,0,Новые
13051.0,214,2,155.8,3,Группа риска
13052.0,56,6,2820.38,1,Лояльные
13053.0,257,1,127.65,3,Группа риска
13055.0,45,2,1090.55,0,Новые
13056.0,187,1,209.48,3,Группа риска
13057.0,166,4,540.74,3,Группа риска
13059.0,49,11,2089.22,1,Лояльные
13063.0,116,1,188.4,0,Новые
13064.0,186,2,561.25,3,Группа риска
13065.0,9,6,1050.1,2,Обычные
13067.0,45,2,393.05,0,Новые
13070.0,95,4,515.1,0,Новые
13071.0,248,1,129.22,3,Группа риска
13073.0,47,2,418.08,0,Новые
13074.0,147,5,1362.84,2,Обычные
13076.0,93,1,135.4,0,Новые
13077.0,2,11,2310.9,1,Лояльные
13079.0,53,1,199.08,0,Новые
13080.0,37,4,202.75,0,Новые
13083.0,61,1,91.68,0,Новые
13084.0,123,2,116.45,0,Новые
13085.0,56,7,1187.08,2,Обычные
13086.0,18,1,439.33,0,Новые
13087.0,362,1,313.64,3,Группа риска
13088.0,53,1,236.11,0,Новые
13092.0,50,9,1547.5,1,Лояльные
13094.0,4,2,505.8,0,Новые
13096.0,30,1,419.7000000000001,0,Новые
13101.0,134,3,594.21,0,Новые
13103.0,73,2,465.7000000000001,0,Новые
13104.0,51,3,610.62,0,Новые
13105.0,72,1,72.0,0,Новые
13106.0,49,1,526.96,0,Новые
13107.0,45,10,3585.55,1,Лояльные
13108.0,8,2,748.46,0,Новые
13109.0,185,2,340.74,3,Группа риска
13110.0,73,6,1443.3000000000002,2,Обычные
13111.0,354,1,321.88000000000005,3,Группа риска
13114.0,366,1,234.38,3,Группа риска
13115.0,2,10,3168.82,1,Лояльные
13117.0,1,13,1657.2,1,Лояльные
13118.0,12,5,1209.1,2,Обычные
13119.0,304,1,134.9,3,Группа риска
13123.0,108,2,506.75,0,Новые
13124.0,21,1,916.12,0,Новые
13125.0,159,1,158.57,3,Группа риска
13126.0,2,11,1846.18,1,Лояльные
13128.0,267,1,263.5,3,Группа риска
13129.0,88,2,233.25,0,Новые
13131.0,54,4,2240.47,2,Обычные
13133.0,95,1,90.65,0,Новые
13134.0,38,2,681.65,0,Новые
13135.0,127,1,275.45,0,Новые
13138.0,8,3,492.1,0,Новые
13139.0,73,1,3138.04,2,Обычные
13140.0,2,3,791.96,0,Новые
13143.0,218,2,399.2,3,Группа риска
13144.0,67,1,24.4,0,Новые
13145.0,8,4,805.0,2,Обычные
13150.0,106,4,435.02,0,Новые
13151.0,261,3,1261.32,3,Группа риска
13152.0,53,9,2114.98,1,Лояльные
13154.0,35,4,1609.29,2,Обычные
13155.0,4,3,778.42,0,Новые
13156.0,21,3,1586.54,2,Обычные
13158.0,24,1,307.12,0,Новые
13161.0,136,1,366.13,0,Новые
13164.0,205,3,297.46000000000004,3,Группа риска
13165.0,49,1,429.68,0,Новые
13166.0,50,1,466.98,0,Новые
13167.0,26,1,333.82,0,Новые
13168.0,178,1,556.12,3,Группа риска
13169.0,198,1,127.2,3,Группа риска
13172.0,36,1,69.6,0,Новые
13173.0,3,12,2266.85,1,Лояльные
13175.0,190,4,793.1,3,Группа риска
13177.0,66,1,229.75,0,Новые
13179.0,254,1,572.3100000000001,3,Группа риска
13180.0,243,1,86.10000000000001,3,Группа риска
13181.0,17,1,359.69,0,Новые
13183.0,30,9,3053.1,1,Лояльные
13187.0,260,4,112.29,3,Группа риска
13190.0,180,4,518.76,3,Группа риска
13191.0,294,1,164.69,3,Группа риска
13192.0,154,6,1632.59,2,Обычные
13194.0,57,1,412.08,0,Новые
13195.0,50,1,172.38,0,Новые
13196.0,79,4,1261.86,2,Обычные
13197.0,245,1,373.0100000000001,3,Группа риска
13198.0,21,4,1528.19,2,Обычные
13201.0,138,4,1240.61,2,Обычные
13202.0,14,8,1571.35,1,Лояльные
13203.0,22,7,1761.09,2,Обычные
13204.0,367,1,966.66,3,Группа риска
13205.0,79,1,2803.2,2,Обычные
13207.0,87,2,285.6,0,Новые
13208.0,85,3,764.6,0,Новые
13209.0,150,5,2617.9,1,Лояльные
13211.0,17,9,1509.45,1,Лояльные
13213.0,14,8,2316.19,1,Лояльные
13214.0,53,7,3264.23,1,Лояльные
13215.0,38,1,81.6,0,Новые
13217.0,291,1,132.5,3,Группа риска
13219.0,254,1,76.23,3,Группа риска
13220.0,211,1,516.8,3,Группа риска
13222.0,213,1,88.5,3,Группа риска
13223.0,59,4,805.9200000000001,2,Обычные
13226.0,29,1,204.25,0,Новые
13233.0,56,2,571.34,0,Новые
13234.0,308,2,356.95,3,Группа риска
13237.0,23,1,643.0,0,Новые
13238.0,66,2,305.9,0,Новые
13239.0,73,5,1250.28,2,Обычные
13240.0,1,6,997.52,2,Обычные
13241.0,47,1,115.58,0,Новые
13242.0,87,4,429.0,0,Новые
13243.0,85,4,677.97,0,Новые
13245.0,68,1,558.72,0,Новые
13246.0,29,7,1355.58,2,Обычные
13249.0,37,6,897.52,2,Обычные
13250.0,88,3,248.54,0,Новые
13251.0,38,1,252.68,0,Новые
13252.0,30,3,341.3,0,Новые
13253.0,66,2,1920.71,2,Обычные
13254.0,12,1,51.41,0,Новые
13255.0,9,2,504.95,0,Новые
13257.0,63,3,117.95,0,Новые
13258.0,15,2,336.6,0,Новые
13259.0,33,8,1141.06,2,Обычные
13262.0,25,2,373.16,0,Новые
13263.0,29,4,1250.62,2,Обычные
13264.0,78,1,722.5600000000001,0,Новые
13266.0,31,11,2247.63,1,Лояльные
13270.0,2,1,590.0,0,Новые
13274.0,45,1,360.85,0,Новые
13275.0,19,2,241.66,0,Новые
13276.0,33,5,1327.63,2,Обычные
13277.0,16,3,264.9,0,Новые
13278.0,35,4,885.47,2,Обычные
13280.0,15,5,1482.27,2,Обычные
13281.0,73,3,306.45,0,Новые
13282.0,42,1,181.05,0,Новые
13283.0,203,2,279.7,3,Группа риска
13285.0,236,2,655.47,3,Группа риска
13286.0,236,1,734.91,3,Группа риска
13287.0,219,7,519.67,3,Группа риска
13288.0,79,6,892.16,2,Обычные
13289.0,359,1,307.95,3,Группа риска
13291.0,50,10,2959.73,1,Лояльные
13292.0,46,4,408.85,0,Новые
13293.0,28,7,1180.34,2,Обычные
13294.0,282,1,815.79,3,Группа риска
13295.0,8,8,860.07,2,Обычные
13296.0,59,5,705.11,2,Обычные
13297.0,21,4,2262.82,2,Обычные
13299.0,49,4,1030.8,2,Обычные
13300.0,24,3,901.92,0,Новые
13302.0,162,1,95.45,3,Группа риска
13303.0,36,1,61.72,0,Новые
13304.0,84,6,820.37,2,Обычные
13305.0,8,7,1753.85,2,Обычные
13306.0,66,1,53.65,0,Новые
13307.0,123,2,258.34,0,Новые
13308.0,232,1,284.86,3,Группа риска
13309.0,28,1,249.58,0,Новые
13310.0,16,2,409.17,0,Новые
13312.0,87,1,124.75,0,Новые
13313.0,115,10,1867.95,1,Лояльные
13315.0,325,1,310.26,3,Группа риска
13320.0,64,3,669.25,0,Новые
13324.0,64,11,3348.57,1,Лояльные
13326.0,68,1,281.76,0,Новые
13330.0,91,3,1665.25,2,Обычные
13331.0,37,1,262.4,0,Новые
13333.0,47,3,1015.74,2,Обычные
13334.0,172,3,2720.18,2,Обычные
13337.0,154,2,1548.55,2,Обычные
13338.0,169,7,1791.8,2,Обычные
13346.0,98,6,299.4,2,Обычные
13357.0,130,4,3228.41,1,Лояльные
13359.0,29,2,570.7,0,Новые
13360.0,64,7,1464.1,2,Обычные
13361.0,108,2,1450.5,2,Обычные
13362.0,14,5,2272.08,2,Обычные
13363.0,45,1,731.36,0,Новые
13367.0,67,1,510.2000000000001,0,Новые
13368.0,50,3,462.7,0,Новые
13369.0,1,1,308.28000000000003,0,Новые
13370.0,2,2,721.32,0,Новые
13371.0,134,4,2271.46,2,Обычные
13374.0,50,2,422.8,0,Новые
13375.0,80,1,1013.58,0,Новые
13377.0,32,4,1495.43,2,Обычные
13380.0,68,1,62.4,0,Новые
13382.0,64,4,1164.59,2,Обычные
13383.0,179,1,305.28000000000003,3,Группа риска
13384.0,26,6,2512.81,1,Лояльные
13386.0,50,2,835.46,0,Новые
13387.0,53,1,189.44,0,Новые
13388.0,239,1,508.55,3,Группа риска
13392.0,313,1,91.14,3,Группа риска
13393.0,219,6,1105.85,2,Обычные
13395.0,36,2,872.51,0,Новые
13397.0,73,7,1554.93,2,Обычные
13398.0,84,1,213.0,0,Новые
13399.0,100,3,275.4,0,Новые
13400.0,210,2,300.93,3,Группа риска
13402.0,8,3,913.9,0,Новые
13403.0,23,2,154.5,0,Новые
13405.0,109,6,624.11,2,Обычные
13406.0,63,3,557.22,0,Новые
13407.0,214,6,2111.89,2,Обычные
13410.0,29,5,1183.6,2,Обычные
13412.0,256,1,487.35,3,Группа риска
13413.0,275,8,345.8,3,Группа риска
13414.0,99,4,1091.74,2,Обычные
13415.0,108,5,681.92,2,Обычные
13416.0,372,1,228.3,3,Группа риска
13417.0,183,5,953.06,2,Обычные
13421.0,42,8,2239.84,1,Лояльные
13423.0,64,1,217.03,0,Новые
13424.0,80,2,557.92,0,Новые
13425.0,144,5,1751.72,2,Обычные
13427.0,113,3,423.93,0,Новые
13428.0,150,2,281.51,0,Новые
13431.0,42,7,2020.14,1,Лояльные
13432.0,207,2,439.1,3,Группа риска
13433.0,73,5,656.87,2,Обычные
13434.0,21,3,1132.62,2,Обычные
13435.0,12,2,665.34,0,Новые
13438.0,183,1,46.5,3,Группа риска
13439.0,24,2,702.9,0,Новые
13440.0,59,10,1213.95,1,Лояльные
13441.0,67,1,424.26,0,Новые
13442.0,303,3,419.87,3,Группа риска
13443.0,84,7,1247.71,2,Обычные
13444.0,10,2,631.6800000000001,0,Новые
13445.0,262,1,241.9,3,Группа риска
13450.0,10,8,2073.82,1,Лояльные
13452.0,108,1,139.8,0,Новые
13453.0,29,3,402.01,0,Новые
13454.0,277,1,219.87,3,Группа риска
13455.0,2,8,1766.47,1,Лояльные
13457.0,324,4,143.27,3,Группа риска
13458.0,15,2,2312.7,2,Обычные
13459.0,260,2,1160.41,3,Группа риска
13461.0,36,5,2693.5,1,Лояльные
13462.0,46,4,1002.35,2,Обычные
13464.0,30,6,2409.21,1,Лояльные
13465.0,82,2,931.12,0,Новые
13466.0,32,5,654.3,2,Обычные
13469.0,289,1,82.4,3,Группа риска
13472.0,99,2,592.24,0,Новые
13473.0,210,7,1993.44,1,Лояльные
13474.0,79,2,434.2,0,Новые
13476.0,42,3,823.0,0,Новые
13477.0,91,5,1379.59,2,Обычные
13478.0,105,7,2068.03,1,Лояльные
13479.0,85,4,517.5,0,Новые
13480.0,52,2,627.82,0,Новые
13481.0,4,7,2022.03,1,Лояльные
13482.0,263,1,151.45,3,Группа риска
13484.0,19,3,453.52,0,Новые
13487.0,141,2,271.47,0,Новые
13490.0,290,1,154.25,3,Группа риска
13495.0,2,9,3256.49,1,Лояльные
13497.0,4,6,945.28,2,Обычные
13498.0,366,1,327.38,3,Группа риска
13500.0,37,1,299.53,0,Новые
13501.0,122,3,1529.79,2,Обычные
13502.0,46,3,482.6,0,Новые
13503.0,115,11,1576.69,1,Лояльные
13506.0,5,6,1156.83,2,Обычные
13508.0,278,1,176.07999999999998,3,Группа риска
13509.0,143,1,135.0,0,Новые
13510.0,11,12,2703.23,1,Лояльные
13511.0,119,2,244.61,0,Новые
13512.0,23,3,462.18,0,Новые
